,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw,blendShapes.TongueTipUp,blendShapes.TongueTipDown,blendShapes.TongueTipLeft,blendShapes.TongueTipRight,blendShapes.TongueRollUp,blendShapes.TongueRollDown,blendShapes.TongueRollLeft,blendShapes.TongueRollRight,blendShapes.TongueUp,blendShapes.TongueDown,blendShapes.TongueLeft,blendShapes.TongueRight,blendShapes.TongueIn,blendShapes.TongueStretch,blendShapes.TongueWide,blendShapes.TongueNarrow
0,0.0,0.00026544363936409354,0.0,0.0,0.0,0.0,0.0,0.0,0.0002221234026364982,0.0,0.0,0.0,0.0,0.0,6.0093016145401634e-06,0.0,0.0,0.0001522400270914659,0.0012953284895047545,0.0,0.0,0.0,0.0,0.0,0.0003530725371092558,0.0003276231582276523,0.0,2.3935403078212403e-05,0.00012347003212198615,0.00010654879588400945,3.741901309695095e-05,2.8860700695076957e-05,0.00034008323564194143,0.0,0.0,0.00029766387888230383,0.0,5.197942300583236e-05,0.0,0.0,0.00014324509538710117,0.000181755589437671,0.0,0.0,0.0002797212218865752,0.0010647774906829,0.0011111608473584056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004555076360702515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2117275893688202,0.0,0.0004847855307161808,0.0,0.0051539186388254166,0.0,0.014515738934278488
1,0.03333333333333333,0.00016518526535946876,0.0,0.0,0.0,0.0,0.0029012332670390606,0.0009558103047311306,0.0,0.0,0.0,0.0,0.0,0.0017703146440908313,0.0010165456915274262,0.0003753974160645157,0.0,0.000523408583831042,0.0038541737012565136,0.0,0.004734638147056103,0.00046422603190876544,0.00032091588946059346,1.144382986240089e-05,0.0013579725055024028,0.0,0.0007641091360710561,0.0009393540094606578,0.0,0.0,2.0046174540766515e-05,0.0,0.0012044430477544665,0.0,0.0025101827923208475,0.0030153326224535704,0.0,0.0,3.454793159107794e-06,0.0,0.005858180578798056,0.005543242674320936,0.00796346366405487,0.007518002763390541,0.02708151750266552,0.0,0.0,0.0,0.002366849221289158,0.0018266206607222557,0.0005743256770074368,0.00035011584986932576,0.0,0.0,0.0,0.0,0.0,0.007150082848966122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21960854530334473,0.0,0.0005485507426783442,0.0,0.0064115519635379314,0.0,0.023118797689676285
2,0.06666666666666667,0.00027053264784626663,0.0,0.0,0.0,0.0,0.0026820823550224304,0.0007840034086257219,0.0,0.0,0.0,0.0,0.0,0.0015349661698564887,0.0008802025695331395,0.0015316837234422565,0.0,0.00024450410273857415,0.0105365589261055,0.0,0.003067214507609606,0.0,0.0003911756502930075,0.0,0.002382839797064662,9.455029794480652e-05,0.00019317986152600497,0.000464511540485546,2.1648118490702473e-05,0.0,9.533356933388859e-05,7.411196565954015e-05,0.0,0.0,0.001266181468963623,0.004813881125301123,0.0,0.0,0.0,0.0002389478759141639,0.007887626998126507,0.007620023097842932,0.008195573464035988,0.007535786367952824,0.02956312894821167,0.0,8.421448728768155e-05,0.0,0.0016186474822461605,0.001046016812324524,0.00023978068202268332,0.0,0.0,0.0,0.0,0.0,0.0,0.01053224690258503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23034895956516266,0.0,0.0,0.0,0.0019147685961797833,0.0,0.03494516387581825
3,0.1,0.0016890937695279717,0.0,0.0,0.0,0.0,0.0,0.0,0.001390751451253891,0.0,0.0,0.0,0.0,0.0,3.815541640506126e-05,0.0,0.0004126500280108303,0.0,0.01852899231016636,0.0,0.0,0.0,1.8775637727230787e-05,0.0,0.016244858503341675,0.012619227170944214,0.0,0.0001736025878926739,0.0021070274524390697,0.001274545444175601,0.0021768619772046804,0.0021321435924619436,0.005848385859280825,9.637299081077799e-05,0.0,0.00622298289090395,0.0,0.0,0.0,0.0006287130527198315,0.001238487078808248,0.0014645109185948968,0.0,0.0,0.0013391313841566443,0.004623555578291416,0.005243139341473579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024444520473480225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645721435546875,0.0,0.0,0.0,0.001710646552965045,0.0,0.07885310053825378
4,0.13333333333333333,0.0006322137778624892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013924529775977135,0.0,0.005453110672533512,0.0,0.10709303617477417,0.0,0.0,0.0,0.000617176410742104,0.0,0.07778700441122055,0.06355203688144684,0.0,2.3789967599441297e-05,0.013681785203516483,0.010211479850113392,0.01029868982732296,0.010247109457850456,0.048221662640571594,0.007175786886364222,0.0,0.016972508281469345,0.0,3.099435707554221e-05,0.0,0.0012407138710841537,0.0,6.458837742684409e-05,0.0003017492708750069,0.0,0.0,0.008326239883899689,0.010155761614441872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025086507201194763,0.0018729055300354958,0.0,0.0,0.09819602966308594,0.0,0.0,0.0,0.6198422312736511,0.002137742005288601,0.0,0.0147603340446949,0.0,0.0,0.4458716809749603
5,0.16666666666666666,1.1651215572783258e-05,0.0,0.0,0.0,0.0,0.0,0.0003803037980105728,0.0,0.0,0.0,0.0,0.0,0.0,0.0008676453144289553,0.0,0.010626898147165775,0.0,0.21546965837478638,0.0,0.0,0.0,0.0007438809843733907,0.0,0.14327649772167206,0.12036740034818649,0.0,0.0,0.02868085913360119,0.022680597379803658,0.019254565238952637,0.019156623631715775,0.11108887195587158,0.01734909974038601,0.0,0.019374214112758636,0.0,0.0029250141233205795,0.0,0.0010080800857394934,0.0,0.0,0.0,0.0,0.0,0.014679571613669395,0.01751251146197319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053807660937309265,0.003297670278698206,0.0,0.0,0.16086389124393463,0.0,0.0,0.0,0.9327824115753174,0.0035266338381916285,0.0,0.028219491243362427,0.0,0.0,0.7764062881469727
6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.003694235347211361,0.0,0.0,0.0,0.0,0.0,0.0,0.004160671960562468,0.0,0.013375073671340942,0.0,0.33611905574798584,0.0,0.0,0.0,0.0,0.0,0.19879969954490662,0.16997933387756348,0.0,0.0,0.04215763881802559,0.03412913531064987,0.027993282303214073,0.027776582166552544,0.16675400733947754,0.03179015591740608,0.0,0.018493199720978737,0.0,0.007226317655295134,0.0,0.0008553679217584431,0.0,0.0,0.0,0.0,0.001344094518572092,0.01965009793639183,0.022985011339187622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030727893114089966,0.0052114082500338554,0.0,0.0,0.19195444881916046,0.0,0.0,0.0,0.9780096411705017,0.004296751227229834,0.0,0.04031076282262802,0.0,0.0,0.8194820284843445
7,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.006541416514664888,0.0,0.0,0.0,0.0,0.0,0.0,0.006968600209802389,0.0,0.01482014823704958,0.0,0.48154953122138977,0.0,0.0,0.0,0.0,0.0,0.25187841057777405,0.2167707234621048,0.0,0.0,0.05461856722831726,0.04480414837598801,0.03536727651953697,0.034951455891132355,0.20663833618164062,0.03744392469525337,0.0,0.024153228849172592,0.0,0.010564993135631084,0.0,0.0021794335916638374,0.0,0.0,0.0,0.0,0.0,0.023110181093215942,0.02708684466779232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011734500527381897,0.004727629479020834,0.0,0.0,0.16023960709571838,0.0,0.0,0.0,0.8113001585006714,0.004221489652991295,0.0,0.043387435376644135,0.0,0.0,0.6368077993392944
8,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.007510380819439888,0.0,0.0,0.0,0.0,0.0,0.0,0.007864387705922127,0.0,0.013541154563426971,0.0,0.5451178550720215,0.0,0.0,0.0,0.0,0.0,0.2648707628250122,0.22899651527404785,0.0,0.0,0.05868513882160187,0.04847938194870949,0.039079438894987106,0.03864169865846634,0.2183212786912918,0.04017798975110054,0.0,0.024858690798282623,0.0,0.012546076439321041,0.0,0.0027840936090797186,0.0,0.0,0.0,0.0,0.0,0.022740233689546585,0.026867683976888657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004046455025672913,0.0,0.0,0.10492409765720367,0.0,0.0,0.0,0.555659830570221,0.003203846514225006,0.0,0.03933889418840408,0.0,0.0,0.38107091188430786
9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.005227352026849985,0.0,0.0,0.0,0.0,0.0,0.0,0.005505504552274942,0.0,0.010135565884411335,0.0,0.5717033743858337,0.0,0.0,0.0,0.0,0.0,0.2686326801776886,0.23366661369800568,0.0,0.0,0.06172384321689606,0.05155297741293907,0.041270822286605835,0.040912266820669174,0.21677038073539734,0.04467787966132164,0.0,0.021315252408385277,0.0,0.014249932952225208,0.0,0.003161788685247302,0.0,0.0,0.0,0.0,0.0,0.018904156982898712,0.02281147427856922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08436352014541626,0.0,0.0,0.0,0.005830252543091774,0.0,0.0,0.0,0.37808501720428467,0.0,0.0,0.0,0.0,0.0,0.2616915702819824
